641.0,1032.0
641.0,1031.0
641.0,1029.0
641.0,1026.0
641.0,1023.0
641.0,1019.0
641.0,1013.0
640.0,1005.0
639.0,995.0
636.0,984.0
632.0,973.0
627.0,962.0
621.0,951.0
613.0,940.0
605.0,930.0
596.0,921.0
586.0,912.0
571.0,904.0
554.0,898.0
536.0,895.0
517.0,896.0
497.0,900.0
481.0,906.0
469.0,913.0
460.0,922.0
451.0,936.0
446.0,952.0
446.0,969.0
451.0,988.0
459.0,1005.0
471.0,1020.0
484.0,1031.0
501.0,1043.0
519.0,1052.0
537.0,1059.0
555.0,1064.0
573.0,1066.0
589.0,1066.0
603.0,1063.0
614.0,1058.0
624.0,1051.0
632.0,1041.0
640.0,1027.0
645.0,1009.0
645.0,984.0
637.0,961.0
624.0,934.0
620.0,925.0
