596.0,643.0
595.0,644.0
594.0,647.0
592.0,654.0
590.0,663.0
588.0,674.0
587.0,687.0
587.0,704.0
589.0,720.0
592.0,733.0
596.0,745.0
601.0,755.0
608.0,765.0
615.0,774.0
622.0,781.0
631.0,788.0
641.0,794.0
653.0,797.0
663.0,798.0
672.0,797.0
680.0,794.0
686.0,790.0
690.0,785.0
695.0,775.0
698.0,761.0
699.0,747.0
698.0,733.0
694.0,717.0
689.0,700.0
682.0,685.0
675.0,673.0
666.0,660.0
655.0,646.0
643.0,634.0
626.0,621.0
608.0,610.0
589.0,603.0
569.0,599.0
549.0,600.0
532.0,604.0
516.0,610.0
501.0,618.0
488.0,627.0
476.0,639.0
463.0,655.0
452.0,674.0
444.0,692.0
436.0,713.0
430.0,740.0
427.0,759.0
426.0,782.0
426.0,808.0
428.0,825.0
432.0,843.0
437.0,861.0
443.0,876.0
445.0,881.0
