627.0,1093.0
627.0,1091.0
628.0,1089.0
629.0,1086.0
631.0,1081.0
634.0,1072.0
636.0,1060.0
637.0,1046.0
636.0,1029.0
633.0,1011.0
628.0,994.0
621.0,979.0
613.0,967.0
604.0,957.0
593.0,948.0
578.0,939.0
560.0,932.0
541.0,927.0
523.0,925.0
507.0,927.0
495.0,930.0
487.0,935.0
481.0,941.0
477.0,950.0
478.0,959.0
484.0,970.0
497.0,982.0
523.0,999.0
555.0,1015.0
589.0,1027.0
623.0,1036.0
657.0,1043.0
690.0,1048.0
725.0,1051.0
759.0,1053.0
790.0,1055.0
819.0,1056.0
843.0,1057.0
862.0,1057.0
875.0,1056.0
884.0,1055.0
891.0,1053.0
894.0,1052.0
895.0,1050.0
895.0,1048.0
894.0,1046.0
890.0,1043.0
881.0,1038.0
862.0,1033.0
834.0,1030.0
804.0,1030.0
767.0,1030.0
731.0,1031.0
688.0,1035.0
651.0,1040.0
613.0,1044.0
580.0,1050.0
553.0,1054.0
534.0,1057.0
518.0,1060.0
507.0,1062.0
498.0,1063.0
491.0,1064.0
486.0,1064.0
483.0,1064.0
481.0,1064.0
479.0,1064.0
478.0,1064.0
477.0,1064.0
