732.0,859.0
731.0,858.0
730.0,857.0
729.0,856.0
728.0,854.0
727.0,852.0
726.0,849.0
724.0,845.0
722.0,841.0
720.0,837.0
718.0,832.0
716.0,827.0
713.0,822.0
710.0,818.0
707.0,814.0
704.0,810.0
700.0,805.0
696.0,801.0
692.0,797.0
687.0,793.0
682.0,788.0
677.0,784.0
673.0,780.0
668.0,776.0
663.0,772.0
658.0,768.0
652.0,764.0
646.0,761.0
640.0,758.0
634.0,755.0
628.0,753.0
622.0,751.0
616.0,750.0
610.0,749.0
605.0,748.0
599.0,748.0
593.0,748.0
587.0,748.0
580.0,749.0
572.0,750.0
563.0,752.0
555.0,754.0
546.0,756.0
538.0,758.0
531.0,761.0
524.0,764.0
518.0,767.0
512.0,770.0
506.0,773.0
500.0,776.0
494.0,780.0
488.0,783.0
483.0,787.0
477.0,792.0
471.0,797.0
466.0,803.0
461.0,809.0
456.0,815.0
452.0,821.0
448.0,827.0
445.0,832.0
442.0,838.0
440.0,842.0
438.0,846.0
436.0,851.0
435.0,855.0
434.0,860.0
433.0,865.0
433.0,870.0
433.0,874.0
433.0,879.0
433.0,884.0
434.0,889.0
435.0,895.0
436.0,899.0
438.0,903.0
440.0,907.0
442.0,911.0
444.0,915.0
447.0,919.0
450.0,922.0
453.0,926.0
457.0,930.0
460.0,933.0
464.0,937.0
469.0,941.0
474.0,945.0
479.0,949.0
484.0,953.0
489.0,957.0
493.0,960.0
497.0,963.0
500.0,966.0
503.0,968.0
506.0,970.0
509.0,972.0
512.0,974.0
515.0,976.0
519.0,978.0
522.0,979.0
525.0,980.0
529.0,981.0
532.0,982.0
535.0,983.0
537.0,984.0
539.0,985.0
540.0,985.0
541.0,985.0
542.0,985.0
543.0,985.0
542.0,985.0
541.0,985.0
540.0,985.0
539.0,985.0
538.0,985.0
537.0,984.0
536.0,984.0
535.0,984.0
534.0,984.0
532.0,983.0
530.0,983.0
528.0,983.0
526.0,983.0
524.0,983.0
521.0,983.0
518.0,982.0
515.0,981.0
512.0,980.0
509.0,980.0
506.0,980.0
502.0,980.0
498.0,980.0
495.0,980.0
491.0,980.0
487.0,981.0
483.0,982.0
479.0,983.0
475.0,984.0
471.0,985.0
468.0,986.0
465.0,987.0
462.0,988.0
459.0,989.0
456.0,990.0
454.0,991.0
452.0,992.0
449.0,994.0
447.0,996.0
445.0,998.0
443.0,1001.0
441.0,1003.0
439.0,1006.0
437.0,1009.0
435.0,1012.0
434.0,1014.0
432.0,1017.0
430.0,1021.0
429.0,1025.0
427.0,1028.0
426.0,1031.0
425.0,1035.0
424.0,1038.0
423.0,1042.0
422.0,1045.0
421.0,1048.0
420.0,1052.0
419.0,1056.0
418.0,1061.0
417.0,1066.0
416.0,1072.0
415.0,1079.0
415.0,1086.0
415.0,1094.0
415.0,1101.0
415.0,1107.0
416.0,1113.0
417.0,1120.0
418.0,1126.0
419.0,1132.0
421.0,1138.0
423.0,1144.0
426.0,1151.0
429.0,1159.0
433.0,1166.0
437.0,1173.0
442.0,1179.0
447.0,1185.0
452.0,1190.0
459.0,1196.0
466.0,1201.0
473.0,1206.0
481.0,1211.0
488.0,1215.0
496.0,1218.0
504.0,1221.0
513.0,1224.0
522.0,1227.0
531.0,1228.0
540.0,1230.0
547.0,1231.0
554.0,1232.0
562.0,1232.0
570.0,1232.0
579.0,1231.0
588.0,1230.0
597.0,1228.0
606.0,1226.0
614.0,1224.0
621.0,1222.0
628.0,1219.0
634.0,1217.0
640.0,1215.0
646.0,1212.0
652.0,1209.0
658.0,1206.0
664.0,1203.0
669.0,1201.0
674.0,1198.0
679.0,1196.0
683.0,1194.0
687.0,1191.0
690.0,1189.0
693.0,1187.0
696.0,1185.0
698.0,1183.0
700.0,1181.0
702.0,1179.0
704.0,1177.0
706.0,1175.0
708.0,1173.0
710.0,1172.0
711.0,1171.0
712.0,1170.0
713.0,1168.0
714.0,1166.0
715.0,1165.0
716.0,1164.0
716.0,1163.0
716.0,1162.0
716.0,1161.0
716.0,1160.0
