884.0,560.0
882.0,559.0
877.0,558.0
866.0,557.0
848.0,555.0
819.0,551.0
783.0,546.0
741.0,542.0
700.0,538.0
659.0,534.0
618.0,530.0
577.0,526.0
538.0,523.0
503.0,520.0
469.0,516.0
441.0,512.0
417.0,509.0
398.0,506.0
382.0,503.0
371.0,501.0
363.0,499.0
358.0,498.0
355.0,497.0
354.0,496.0
358.0,496.0
372.0,498.0
396.0,503.0
425.0,511.0
453.0,521.0
481.0,533.0
509.0,544.0
536.0,556.0
559.0,567.0
579.0,579.0
594.0,590.0
606.0,599.0
614.0,606.0
619.0,611.0
622.0,614.0
623.0,616.0
622.0,617.0
620.0,618.0
612.0,620.0
593.0,622.0
564.0,623.0
529.0,624.0
491.0,625.0
451.0,627.0
413.0,630.0
378.0,633.0
355.0,634.0
340.0,634.0
329.0,634.0
320.0,635.0
